x y z rgb
127.17826 -115.74789 825.01801 4278321665
127.65331 -115.71152 824.86285 4278387714
128.05627 -115.72016 824.66022 4278519300
128.5257 -115.66866 824.49121 4278651143
128.89728 -115.61719 824.08557 4278782728
129.32869 -115.55725 823.67462 4278848521
129.70448 -115.51514 823.30267 4278914571
130.14717 -115.46321 822.96313 4278980364
130.54288 -115.4365 822.72455 4278980621
131.00906 -115.40704 822.5354 4278980620
131.42459 -115.40056 822.42395 4278980620
131.91199 -115.38754 822.36945 4279046413
132.34583 -115.39185 822.37354 4279046413
132.85344 -115.39593 822.44403 4278980620
133.30806 -115.42327 822.57599 4278980620
133.83551 -115.44878 822.76459 4279046412
134.30603 -115.48863 822.99554 4279046412
134.84389 -115.5163 823.2403 4279112204
135.31931 -115.55862 823.50165 4279177998
135.8188 -115.55639 823.51135 4279374607
136.26224 -115.56645 823.56451 4279243535
136.78163 -115.58393 823.70343 4278980108
137.06706 -115.4259 822.69409 4278585607
127.50932 -115.09666 824.53711 4278387971
128.01959 -115.17023 824.24628 4278650886
128.35852 -115.02654 824.01599 4278782472
128.86423 -115.09196 823.69623 4278782729
129.17398 -114.9295 823.27802 4278848778
129.67113 -114.98885 822.90887 4278980364
129.99858 -114.84099 822.61127 4279111950
130.51509 -114.91689 822.36688 4279046670
130.86385 -114.79237 822.21014 4279112206
131.40144 -114.88465 822.09631 4279046926
131.76753 -114.76982 822.05322 4279112206
132.32486 -114.87666 822.06256 4279046669
132.70992 -114.78188 822.13721 4278980877
133.29027 -114.91382 822.28467 4278980876
133.69238 -114.83432 822.46527 4279046413
134.29033 -114.97637 822.71533 4278980876
134.70241 -114.90247 822.95557 4279046668
135.3046 -115.05006 823.22803 4279177998
135.70111 -114.96509 823.37616 4279309327
136.28256 -115.09088 823.5144 4279308816
136.67162 -115.00396 823.62549 4278980107
127.17793 -114.80961 825.03088 4278387458
127.62737 -114.76576 824.72626 4278519300
127.99208 -114.71242 824.2793 4278716679
128.43724 -114.6591 823.95532 4278848265
128.78606 -114.5925 823.40503 4278914314
129.21211 -114.52791 822.96051 4278980363
129.59059 -114.48719 822.60919 4279111949
130.03828 -114.44147 822.30365 4279309072
130.43651 -114.42078 822.08282 4279243791
130.90689 -114.39574 821.92352 4279309583
131.32468 -114.38866 821.82648 4279243791
131.81342 -114.37386 821.7854 4279243792
132.24893 -114.38121 821.80048 4279243791
132.75874 -114.39011 821.88702 4279177998
133.21497 -114.41911 822.02979 4279177742
133.74275 -114.44418 822.22455 4279112462
134.21242 -114.48352 822.45044 4279112205
134.75108 -114.51052 822.70355 4279112461
135.20903 -114.53791 822.85913 4279178255
135.7263 -114.54997 822.97998 4279374607
136.17567 -114.56934 823.07269 4279177742
136.68111 -114.5756 823.13049 4278914314
127.45203 -114.1119 824.19641 4278519557
127.92831 -114.16365 823.68799 4278782728
128.25471 -114.00526 823.37811 4278914314
128.75708 -114.07233 823.03943 4278914571
129.06673 -113.91086 822.62256 4279046156
129.56731 -113.96929 822.27124 4279177999
129.89828 -113.826 821.99896 4279375377
130.41898 -113.90337 821.77405 4279375889
130.76918 -113.78421 821.63763 4279244560
131.31032 -113.8733 821.53882 4279375633
131.67699 -113.76068 821.50946 4279572242
132.2364 -113.87268 821.53339 4279441170
132.62219 -113.7851 821.6225 4279375120
133.2039 -113.91499 821.78125 4279309584
133.60646 -113.83361 821.96613 4279243792
134.20268 -113.9759 822.20764 4279178254
134.61346 -113.90297 822.44135 4279178254
135.19716 -114.03203 822.60248 4279178512
135.58598 -113.9422 822.70898 4279374864
136.16051 -114.06196 822.80444 4279243279
136.53851 -113.96701 822.85388 4278848522
127.13223 -113.83246 824.74695 4278453506
127.56426 -113.77923 824.35406 4278585349
127.89579 -113.69193 823.6889 4278782984
128.32697 -113.63318 823.27704 4278980107
128.67885 -113.57486 822.74847 4279046157
129.11079 -113.51414 822.33411 4279177998
129.49129 -113.47659 822.00702 4279375377
129.94553 -113.42899 821.729 4279507476
130.3443 -113.41502 821.53076 4279573268
130.82101 -113.38629 821.38776 4279704340
131.23645 -113.38584 821.30359 4279769877
131.72978 -113.37086 821.27563 4279704084
132.16466 -113.38588 821.30603 4279572755
132.6778 -113.39481 821.40692 4279506962
133.13399 -113.42577 821.5603 4279506963
133.6626 -113.44832 821.76141 4279375379
134.13115 -113.48595 821.98273 4279244048
134.66864 -113.51329 822.22864 4279178511
135.10728 -113.52949 822.27197 4279178255
135.61893 -113.53802 822.35974 4279243535
136.06113 -113.55269 822.42395 4279111949
136.54848 -113.54209 822.36212 4278782729
126.931 -113.52933 826.90912 4278256385
127.41273 -113.14143 823.96155 4278585606
127.83887 -113.15309 823.1427 4278848521
128.15076 -112.98743 822.73889 4279045900
128.65732 -113.06066 822.42969 4279112205
128.9722 -112.90668 822.04962 4279244048
129.47713 -112.96351 821.71985 4279441683
129.81186 -112.82246 821.47363 4279835926
130.33743 -112.8998 821.27258 4279836185
130.68796 -112.78394 821.14691 4280164633
131.23224 -112.87448 821.06183 4280098585
131.59933 -112.76957 821.04504 4279901462
132.16078 -112.88207 821.08356 4279638292
132.54674 -112.79532 821.18372 4279572756
133.12918 -112.92677 821.34985 4279638549
133.53151 -112.84608 821.53442 4279572756
134.12532 -112.98233 821.76349 4279178512
134.53052 -112.90408 821.96362 4279112719
135.09358 -113.02128 822.00397 4279178255
135.47661 -112.92788 822.07465 4279243534
136.04182 -113.03895 822.12152 4279111693
136.40376 -112.92902 822.06622 4278782728
126.88708 -113.06041 826.04071 4278322177
127.07047 -112.85437 824.38373 4278519300
127.48537 -112.77997 823.87677 4278651399
127.80054 -112.67692 823.10657 4278848778
128.22466 -112.61675 822.64856 4278980620
128.5838 -112.56656 822.16833 4279177998
129.02251 -112.51019 821.79211 4279441425
129.40584 -112.47977 821.49323 4279638804
129.86707 -112.43124 821.24469 4279901720
130.26653 -112.42042 821.07007 4280099611
130.74883 -112.3856 820.93774 4280361756
131.16158 -112.39478 820.86493 4280164890
131.6595 -112.38205 820.84955 4280033047
132.09337 -112.4041 820.89221 4279704340
132.60916 -112.41103 821.00354 4279573012
133.06454 -112.44302 821.16144 4279573012
133.59348 -112.46432 821.36548 4279441684
134.06099 -112.49815 821.5802 4279178512
134.59068 -112.52013 821.78247 4279047182
135.02032 -112.53055 821.77002 4279112718
135.52733 -112.53642 821.83173 4279243534
135.96176 -112.54372 821.8562 4279045900
136.43344 -112.54414 821.69922 4278716935
126.84881 -112.55561 826.64093 4278256128
126.82148 -112.4959 826.15491 4278322434
127.05962 -112.35106 824.14453 4278585349
127.35397 -112.15999 823.61395 4278717192
127.7754 -112.16793 822.76001 4278914570
128.08507 -112.0061 822.34497 4278980876
128.56914 -112.05598 821.88507 4279178511
128.89017 -111.9074 821.54803 4279376146
129.4016 -111.96806 821.25122 4279705109
129.74008 -111.83576 821.03815 4279968024
130.27223 -111.90865 820.86383 4280362012
130.6227 -111.79165 820.7475 4280558875
131.17012 -111.88458 820.67578 4280295961
131.53593 -111.79095 820.66907 4279770902
132.1017 -111.90289 820.71973 4279573779
132.48569 -111.81919 820.82727 4279573268
133.06921 -111.9441 820.9931 4279441939
133.46921 -111.86656 821.17944 4279375890
134.06181 -112.0011 821.39691 4279244048
134.45634 -111.91682 821.53845 4279178255
135.00926 -112.02021 821.50714 4279178255
135.38506 -111.92606 821.54651 4279243534
135.94664 -112.01991 821.53204 4279045643
136.28217 -111.90154 821.35345 4278651143
126.69217 -111.96758 824.80084 4278453763
126.9382 -111.81212 823.56348 4278716935
127.36333 -111.74357 823.1214 4278914315
127.70302 -111.66967 822.50732 4278980620
128.13368 -111.61339 822.08429 4279046925
128.50046 -111.57078 821.66388 4279244304
128.94753 -111.51328 821.32611 4279441940
129.33356 -111.49299 821.06262 4279705366
129.80429 -111.44398 820.849 4280033815
130.2029 -111.43983 820.69702 4280231194
130.69048 -111.40022 820.57678 4280296217
131.10109 -111.41741 820.51501 4280296219
131.60422 -111.40421 820.51154 4280164889
132.03587 -111.43468 820.56384 4279770903
132.5545 -111.43743 820.6814 4279639574
133.00659 -111.46859 820.83331 4279573268
133.53699 -111.48678 821.03925 4279441426
133.9991 -111.52024 821.22986 4279309584
134.51614 -111.53391 821.35614 4279178254
134.96265 -111.56117 821.45013 4279177998
135.47087 -111.56419 821.51825 4279177485
135.90909 -111.57966 821.56763 4278914314
159.45155 -112.07987 825.69238 4278651143
126.50632 -111.29934 824.12329 4278585349
126.90854 -111.2986 823.19312 4278914058
127.21945 -111.12251 822.76935 4279177229
127.69028 -111.16558 822.23608 4279112206
128.00311 -111.01254 821.83893 4279112719
128.49545 -111.06407 821.42767 4279376147
128.82254 -110.91905 821.12897 4279770647
129.33899 -110.98451 820.86658 4279968281
129.68204 -110.85596 820.68213 4280099865
130.21573 -110.93269 820.52979 4280493851
130.5692 -110.81668 820.42365 4280099865
131.11639 -110.91335 820.36279 4280230683
131.4855 -110.81924 820.36597 4280427805
132.05328 -110.93093 820.42737 4280034076
132.43787 -110.84972 820.54224 4279902232
133.02119 -110.9736 820.70544 4279836182
133.42114 -110.89977 820.90314 4279507218
134.01091 -111.03098 821.10132 4279375375
134.39696 -110.94479 821.20532 4279177998
134.97057 -111.06467 821.3028 4279177742
135.3492 -110.97339 821.35986 4279111692
135.93452 -111.05508 821.39734 4278848520
155.70999 -111.98553 827.75812 4279111692
156.00534 -111.84068 827.4646 4279308814
159.91934 -111.71841 825.67682 4278651399
126.09631 -111.32597 827.03143 4278321664
126.44536 -111.26321 826.43634 4278387970
126.66784 -111.02029 824.67474 4278716678
126.87352 -110.83087 823.17828 4279045643
127.27515 -110.74675 822.57721 4279243278
127.62334 -110.68305 822.0213 4279243791
128.05742 -110.62447 821.61493 4279310097
128.43071 -110.58798 821.24579 4279573269
128.88452 -110.53234 820.94641 4279902234
129.27444 -110.51782 820.71582 4280099612
129.75084 -110.47039 820.53168 4280362268
130.15195 -110.46961 820.39807 4280428317
130.63982 -110.4353 820.29004 4280362523
131.05345 -110.45244 820.2392 4280296731
131.55847 -110.43756 820.24701 4280296733
131.99129 -110.46918 820.30957 4280099869
132.51155 -110.47607 820.43701 4280033307
132.9622 -110.51025 820.5874 4279836184
133.49536 -110.52708 820.80292 4279638548
133.94466 -110.55434 820.92413 4279375377
134.45311 -110.55669 820.98822 4279177998
134.89293 -110.5774 821.05475 4279111949
135.3999 -110.56419 821.07123 4278980107
135.82103 -110.60648 821.06458 4278716935
154.68762 -111.51001 827.6261 4278848521
155.45061 -111.36373 826.55804 4279177742
155.92265 -111.34241 826.45544 4279308815
126.30877 -110.66083 826.11963 4278256129
126.42361 -110.31888 823.67267 4278782471
126.82654 -110.29514 822.6756 4279111435
127.12125 -110.1238 822.17743 4279177742
127.61775 -110.18282 821.78906 4279309584
127.9334 -110.03065 821.41119 4279507220
128.43457 -110.08112 821.04639 4279705112
128.76703 -109.94068 820.78503 4280033820
129.28848 -110.00974 820.55219 4280165663
129.63519 -109.88634 820.39319 4280494112
130.16971 -109.96723 820.25677 4280494113
130.52667 -109.85201 820.16449 4280559647
131.07326 -109.95083 820.11584 4280559903
131.4465 -109.8555 820.1322 4280165917
132.01469 -109.97034 820.20465 4280034076
132.40218 -109.89275 820.33282 4280164893
132.98505 -110.01677 820.49866 4279770649
133.38618 -109.94526 820.7077 4279572756
133.96474 -110.0692 820.84283 4279309584
134.35046 -109.98273 820.93903 4279177742
134.92241 -110.09916 821.03717 4279046156
135.30565 -109.99785 821.0816 4278848778
154.17664 -110.92441 827.69788 4278848521
154.66684 -110.97924 827.27563 4278980107
154.93233 -110.77236 826.67035 4279243021
155.36215 -110.80495 825.93701 4279243278
155.63229 -110.64372 825.51416 4279309070
156.10239 -110.67993 825.00159 4279177485
159.94737 -110.78691 825.87 4278848779
125.89017 -110.2216 825.70087 4278256385
126.10173 -110.04068 824.22705 4278519300
126.50041 -109.94494 823.61676 4278782728
126.79398 -109.83273 822.69409 4279045899
127.20387 -109.75999 822.13818 4279177998
127.55571 -109.70641 821.61371 4279375377
127.99491 -109.64471 821.22583 4279573525
128.37343 -109.61302 820.90057 4279968026
128.83417 -109.55888 820.63727 4280296734
129.22778 -109.54774 820.43085 4280428834
129.70659 -109.50648 820.27057 4280625700
130.11186 -109.50604 820.14996 4280625955
130.59833 -109.47904 820.0589 4280691233
131.01645 -109.49184 820.02081 4280691491
131.52246 -109.48108 820.04462 4280494112
131.95708 -109.51566 820.11987 4280100126
132.48018 -109.52387 820.26514 4280034078
132.93123 -109.56002 820.42511 4279770649
133.46866 -109.57887 820.66071 4279441684
133.90326 -109.59763 820.70105 4279244049
134.4155 -109.60188 820.78748 4279112206
134.85809 -109.62437 820.87183 4278980364
135.36429 -109.58409 820.79608 4278782729
155.00403 -110.11321 824.20557 4279177741
155.46706 -110.08823 824.06641 4279177742
155.87303 -110.08223 824.01447 4279046412
156.37138 -110.0808 823.98328 4278914827
156.76628 -110.06702 823.81293 4278980362
125.83257 -109.55149 824.9079 4278256385
126.05005 -109.45241 823.55341 4278519556
126.3322 -109.31027 823.10864 4278782728
126.7833 -109.33031 822.42377 4278980619
127.07704 -109.16158 821.91138 4279178254
127.55762 -109.2055 821.42175 4279441682
127.87724 -109.05416 821.06323 4279705111
128.38344 -109.11091 820.73907 4280099869
128.72205 -108.97485 820.51038 4280428833
129.24536 -109.04704 820.29913 4280692006
129.59651 -108.92322 820.15936 4280823334
130.12933 -109.01085 820.03217 4280823333
130.49075 -108.89747 819.95709 4280757796
131.03673 -108.99909 819.91827 4280823077
131.41589 -108.90128 819.95044 4280625955
131.98311 -109.01962 820.03394 4280100641
132.37427 -108.94199 820.17957 4280099871
132.9583 -109.06906 820.35883 4279770907
133.36221 -108.99973 820.58154 4279507221
133.92268 -109.11505 820.62634 4279178256
134.30655 -109.02346 820.70013 4279046414
134.8757 -109.14178 820.79395 4278914571
135.24773 -108.99778 820.67072 4278716936
152.29109 -109.92422 827.17743 4278453508
152.8251 -110.02911 827.1709 4278519557
154.92249 -109.5757 823.72589 4279111948
155.2794 -109.45979 823.66064 4279111949
155.82695 -109.55567 823.57593 4278980620
156.18991 -109.44996 823.55627 4278914827
156.73282 -109.5439 823.4411 4278914825
157.08678 -109.42929 823.37164 4278915082
125.70676 -109.13747 824.52234 4278322434
125.95559 -108.98624 823.30927 4278585350
126.37515 -108.91118 822.82629 4278782985
126.71512 -108.84166 822.21002 4279046156
127.13346 -108.77505 821.70294 4279309582
127.49899 -108.73332 821.27075 4279573012
127.94177 -108.67152 820.90576 4279836697
128.32693 -108.64384 820.61877 4280231455
128.79224 -108.59749 820.38922 4280625956
129.18958 -108.58592 820.20068 4280758312
129.66896 -108.54967 820.05969 4280823594
130.07841 -108.5479 819.94727 4280692519
130.56511 -108.52882 819.87531 4280823589
130.98715 -108.54018 819.84674 4280692260
131.49277 -108.53456 819.88605 4280626212
131.93175 -108.56417 819.97247 4280298018
132.45537 -108.57785 820.13824 4280165665
132.91084 -108.61655 820.3205 4279770907
133.4319 -108.62635 820.4632 4279441684
133.88249 -108.65761 820.60364 4279178256
134.40184 -108.66762 820.73395 4279046413
152.37431 -109.58935 827.375 4278453764
152.74005 -109.54682 827.17279 4278585093
154.81517 -109.06482 823.3631 4279046156
155.31133 -109.05529 823.32623 4279046157
155.72919 -109.05696 823.2796 4278980363
156.22743 -109.05053 823.24615 4278849034
156.64157 -109.04993 823.17865 4278914570
157.1424 -109.04026 823.1571 4278915082
157.56471 -109.04498 823.12994 4279046411
125.50932 -108.46648 823.82684 4278388227
125.95277 -108.47709 823.04956 4278716935
126.24138 -108.30257 822.54932 4278980107
126.7181 -108.34569 822.02405 4279112462
127.01389 -108.18444 821.52277 4279244561
127.50477 -108.23298 821.10193 4279639318
127.82868 -108.08414 820.77222 4280099613
128.34024 -108.14718 820.48309 4280363299
128.68317 -108.01595 820.28278 4280889384
129.20795 -108.091 820.09052 4280955694
129.56189 -107.97078 819.96826 4281086508
130.09669 -108.06145 819.85315 4280429861
130.46155 -107.95222 819.79974 4280298531
131.00957 -108.05457 819.77405 4280429859
131.39085 -107.95866 819.82123 4280561188
131.9575 -108.07943 819.91376 4280429605
132.35298 -108.00115 820.07556 4280428321
132.93777 -108.13235 820.27252 4279770906
133.32704 -108.04944 820.39496 4279310612
133.90294 -108.17838 820.54816 4279178511
134.29604 -108.08943 820.66449 4278980621
152.07169 -108.82895 825.96875 4278519300
152.59723 -108.93429 825.95996 4278585349
154.18968 -108.38605 822.75928 4278914826
154.74368 -108.52074 822.80402 4278980620
155.11687 -108.41492 822.82739 4279111693
155.68324 -108.52778 822.84406 4278980364
156.06326 -108.4381 822.91632 4278914571
156.62448 -108.54057 822.89429 4278914569
156.99393 -108.43845 822.91211 4278914826
157.56216 -108.54412 822.92181 4279046666
157.93123 -108.44439 822.94238 4278981388
125.18797 -108.18895 824.40466 4278387714
125.60921 -108.12891 823.91095 4278519556
125.91459 -108.02135 823.07318 4278848264
126.31921 -107.93793 822.48157 4279046156
126.65422 -107.86856 821.84216 4279243791
127.07671 -107.79919 821.34827 4279573267
127.44946 -107.76369 820.97339 4279902233
127.89865 -107.70354 820.64081 4280297249
128.28815 -107.68004 820.38428 4280626726
128.75647 -107.63911 820.18103 4281086762
129.15833 -107.62708 820.00635 4281087789
129.63614 -107.60172 819.88287 4280890156
130.05064 -107.59829 819.78198 4280495398
130.53827 -107.5853 819.73474 4280495908
130.965 -107.59574 819.7204 4280626981
131.47015 -107.59585 819.77679 4280889383
131.9124 -107.62307 819.87299 4280561189
132.43707 -107.63773 820.05316 4280165919
132.89497 -107.67634 820.24475 4279770906
133.41463 -107.69 820.38696 4279310868
133.86606 -107.72067 820.53137 4279178256
134.38315 -107.73171 820.65869 4278980877
150.70232 -108.49732 826.29669 4278387715
151.09747 -108.44392 825.80353 4278387715
151.53767 -108.46435 825.84253 4278453508
152.07239 -108.44018 825.72852 4278519301
152.41388 -108.40424 825.495 4278585350
153.77055 -108.02152 822.69159 4278848777
154.24211 -108.03083 822.6236 4278980362
154.66737 -108.03419 822.60492 4279046157
155.16661 -108.02562 822.58868 4279111693
155.58092 -108.02785 822.52234 4279046156
156.09749 -108.03251 822.58521 4278980363
156.52629 -108.04298 822.59766 4278980107
157.0403 -108.04252 822.64569 4278980619
157.47205 -108.05511 822.67426 4279046411
157.98529 -108.05259 822.71289 4279046924
158.41495 -108.06572 822.7356 4279309839
124.72372 -107.63996 824.82928 4278256129
125.44415 -107.48311 823.44006 4278585606
125.89101 -107.5099 822.71667 4278914314
126.16305 -107.31419 822.05902 4279112205
126.65718 -107.37576 821.66559 4279375633
126.96392 -107.21371 821.21008 4279639318
127.45994 -107.2669 820.8327 4279968796
127.79041 -107.12084 820.53552 4280429347
128.30421 -107.19032 820.27704 4280627495
128.65063 -107.06155 820.09332 4280956715
129.17477 -107.14175 819.91443 4281154095
129.53165 -107.02514 819.8045 4280694059
130.06747 -107.11913 819.70221 4280364837
130.43645 -107.0123 819.6709 4280496168
130.98727 -107.11575 819.66284 4280759082
131.37099 -107.02127 819.72626 4281087017
131.93993 -107.1426 819.83722 4280758054
132.33749 -107.06264 820.00781 4280100382
132.92375 -107.19784 820.21844 4279705368
133.31578 -107.11541 820.34125 4279376404
133.88852 -107.24551 820.49207 4279112976
134.28709 -107.14896 820.6084 4278980621
150.72267 -108.0443 826.30737 4278387715
151.00905 -107.84116 825.75848 4278453507
151.48508 -107.94923 825.37463 4278453764
151.82552 -107.76505 824.93365 4278519557
152.26326 -107.79172 824.35883 4278650886
152.50322 -107.59148 823.7793 4278651143
152.95976 -107.6562 823.25854 4278651399
153.28282 -107.49928 822.95569 4278782985
153.77827 -107.56621 822.64301 4278849034
154.11171 -107.4257 822.42828 4278980364
154.64531 -107.52333 822.3053 4279046414
154.99666 -107.40528 822.21722 4279111950
